key,exercise_name,exercise_difficulty,exercise_type,image_name,directions,w_muscles,exercise_equipment
Us,Low Cable Crossover,Beginner,Strength,1621_1.jpg,"1. To move into the starting position, place the pulleys at the low position, select the resistance to be used and grasp a handle in each hand.
2. Step forward, gaining tension in the pulleys. Your palms should be facing forward, hands below the waist, and your arms straight. This will be your starting position.
3. With a slight bend in your arms, draw your hands upward and toward the midline of your body. Your hands should come together in front of your chest, palms facing up.
4. Return your arms back to the starting position after a brief pause.",Chest%Shoulders,Cable Machine
W4,Single-Arm Push-Up,Intermediate,Strength,1361_2.jpg,"1. Begin laying prone on the ground. Move yourself into a position supporting your weight on your toes and one arm. Your working arm should be placed directly under the shoulder, fully extended. Your legs should be extended, and for this movement you may need a wider base, placing your feet further apart than in a normal push-up.
2. Maintain good posture, and place your free hand behind your back. This will be your starting position.
3. Lower yourself by allowing the elbow to flex until you touch the ground.
4. Descend slowly, and reverse direction be extending the arm to return to the starting position.",Chest%Shoulders%Triceps,Body Only
TY,Alternate Hammer Curl,Beginner,Strength,158_2.jpg,"1. Stand up with your torso upright and a dumbbell in each hand being held at arms length. The elbows should be close to the torso.
2. The palms of the hands should be facing your torso. This will be your starting position.
3. While holding the upper arm stationary, curl the right weight forward while contracting the biceps as you breathe out. Continue the movement until your biceps is fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps. Tip: Only the forearms should move.
4. Slowly begin to bring the dumbbells back to starting position as your breathe in.
5. Repeat the movement with the left hand. This equals one repetition.
6. Continue alternating in this manner for the recommended amount of repetitions.",Biceps%Forearms,Dumbbell
VZ,Barbell Curl,Beginner,Strength,169_2.jpg,"1. Stand up with your torso upright while holding a barbell at a shoulder-width grip. The palm of your hands should be facing forward and the elbows should be close to the torso. This will be your starting position.
2. While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out. Tip: Only the forearms should move.
3. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second and squeeze the biceps hard.
4. Slowly begin to bring the bar back to starting position as your breathe in.
5. Repeat for the recommended amount of repetitions.
",Biceps%Forearms,Barbell
rJ,EZ-Bar Curl,Beginner,Strength,210_2.jpg,"1. Stand up straight while holding an EZ curl bar at the wide outer handle. The palms of your hands should be facing forward and slightly tilted inward due to the shape of the bar. Keep your elbows close to your torso. This will be your starting position.
2. Now, while keeping your upper arms stationary, exhale and curl the weights forward while contracting the biceps. Focus on only moving your forearms.
3. Continue to raise the weight until your biceps are fully contracted and the bar is at shoulder level. Hold the top contracted position for a moment and squeeze the biceps.
4. Then inhale and slowly lower the bar back to the starting position.
5. Repeat for the recommended amount of repetitions.",Biceps,EZ- Curl Bar
SC,Hammer Curls,Beginner,Strength,147_2.jpg,"1. Stand up with your torso upright and a dumbbell on each hand being held at arms length. The elbows should be close to the torso.
2. The palms of the hands should be facing your torso. This will be your starting position.
3. Now, while holding your upper arm stationary, exhale and curl the weight forward while contracting the biceps. Continue to raise the weight until the biceps are fully contracted and the dumbbell is at shoulder level. Hold the contracted position for a brief moment as you squeeze the biceps. Tip: Focus on keeping the elbow stationary and only moving your forearm.
4. After the brief pause, inhale and slowly begin the lower the dumbbells back down to the starting position.
5. Repeat for the recommended amount of repetitions.",Biceps,Dumbbell
wU,Concentration Curl,Beginner,Strength,309_2.jpg,"1. Sit down on a flat bench with a barbell or E-Z Bar in front of you in between your legs. Your legs should be spread with the knees bent and the feet on the floor.
2. Use your arms to pick the barbell up and place the back of your upper arms on top of your inner thighs (around three and a half inches away from the front of the knee). A supinated grip closer than shoulder width is needed to perform this exercise. Tip: Your arm should be extended at arms length and the barbell should be above the floor. This will be your starting position.
3. While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps.
4. Slowly begin to bring the barbell back to starting position as your breathe in. Tip: Avoid swinging motions at any time.
5. Repeat for the recommended amount of repetitions.",Biceps,Dumbbell
Ip,Close-Grip EZ-Bar Curl,Beginner,Strength,238_2.jpg,"1. Stand up with your torso upright while holding an E-Z Curl Bar at the closer inner handle. The palm of your hands should be facing forward and they should be slightly tilted inwards due to the shape of the bar. The elbows should be close to the torso. This will be your starting position.
2. While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out. Tip: Only the forearms should move.
3. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second and squeeze the biceps hard.
4. Slowly begin to bring the bar back to starting position as your breathe in.
5. Repeat for the recommended amount of repetitions.",Biceps%Forearms,EZ- Curl Bar
cb,Standing Biceps Stretch,Beginner,Stretching,463_2.jpg,"1. Clasp your hands behind your back with your palms together, straighten arms and then rotate them so your palms face downward.
2. Raise your arms up and hold until you feel a stretch in your biceps.",Biceps%Chest%Shoulders,Body Only
td,Biceps Curl to Shoulder Press,Intermediate,Strength,4101_1.jpg,"1. Begin in a standing position with a dumbbell in each hand. Your arms should be hanging at your sides with your palms facing forward. Look directly ahead, keeping your chest up, with your feet shoulder-width apart. This will be your starting position.
2. Initiate the movement by flexing the elbows to curl the weight. Do not use momentum or flex through the shoulder, instead use a controlled motion.
3. Execute the pressing movement by extending the arm, flexing and abducting the shoulder to rotate the arm as you press above your head.
4. Pause at the top of the motion before reversing the movement to return to the starting position. Complete the desired number of repetitions before switching to the opposite side.",Biceps%Shoulders%Triceps,Dumbbell
K5,Overhead Cable Curl,Intermediate,Strength,213_2.jpg,"1. To begin, set a weight that is comfortable on each side of the pulley machine. Note: Make sure that the amount of weight selected is the same on each side.
2. Now adjust the height of the pulleys on each side and make sure that they are positioned at a height higher than that of your shoulders.
3. Stand in the middle of both sides and use an underhand grip (palms facing towards the ceiling) to grab each handle. Your arms should be fully extended and parallel to the floor with your feet positioned shoulder width apart from each other. Your body should be evenly aligned the handles. This is the starting position.
4. While exhaling, slowly squeeze the biceps on each side until your forearms and biceps touch.
5. While inhaling, move your forearms back to the starting position. Note: Your entire body is stationary during this exercise except for the forearms.
6. Repeat for the recommended amount of repetitions prescribed in your program.",Biceps,Cable Machine
wf,Lying Cable Curl,Intermediate,Strength,144_2.jpg,"1. Grab a straight bar or E-Z bar attachment that is attached to the low pulley with both hands, using an underhand (palms facing up) shoulder-width grip.
2. Lie flat on your back on top of an exercise mat in front of the weight stack with your feet flat against the frame of the pulley machine and your legs straight.
3. With your arms extended and your elbows close to your body slightly bend your arms. This will be your starting position.
4. While keeping your upper arms stationary and the elbows close to your body, curl the bar up slowly toward your chest as you breathe out and you squeeze the biceps.
5. After a second squeeze at the top of the movement, slowly return to the starting position.
6. Repeat for the recommended amount of repetitions.",Biceps,Cable Machine
QT,Reverse Barbell Preacher Curl,Intermediate,Strength,8_2.jpg,"1. Grab an EZ-bar using a shoulder width and palms down (pronated) grip.
2. Now place the upper part of both arms on top of the preacher bench and have your arms extended. This will be your starting position.
3. As you exhale, use the biceps to curl the weight up until your biceps are fully contracted and the barbell is at shoulder height. Squeeze the biceps hard for a second at the contracted position.
4. As you breathe in, slowly lower the barbell until your upper arms are extended and the biceps is fully stretched.
5. Repeat for the recommended amount of repetitions.",Biceps%Forearms,Barbell
JG,Lying Cable Curl,Intermediate,Strength,144_2 (1).jpg,"1. Grab a straight bar or E-Z bar attachment that is attached to the low pulley with both hands, using an underhand (palms facing up) shoulder-width grip.
2. Lie flat on your back on top of an exercise mat in front of the weight stack with your feet flat against the frame of the pulley machine and your legs straight.
3. With your arms extended and your elbows close to your body slightly bend your arms. This will be your starting position.
4. While keeping your upper arms stationary and the elbows close to your body, curl the bar up slowly toward your chest as you breathe out and you squeeze the biceps.
5. After a second squeeze at the top of the movement, slowly return to the starting position.
6. Repeat for the recommended amount of repetitions.",Biceps,Cable Machine
Jy,Drag Curl,Intermediate,Strength,174_1.jpg,"1. Grab a barbell with a supinated grip (palms facing forward) and get your elbows close to your torso and back. This will be your starting position.
2. As you exhale, curl the bar up while keeping the elbows to the back as you ""Drag"" the bar up by keeping it in contact with your torso. Tip: As you can see, you will not be keeping the elbows pinned to your sides, but instead you will be bringing them back. Also, do not lift your shoulders.
3. Slowly go back to the starting position as you keep the bar in contact with the torso at all times.
4. Repeat for the recommended amount of repetitions.",Biceps%Forearms,Barbell
SX,Seated Close-Grip Concentration Barbell Curl,Expert,Strength,309_2 (1).jpg,"1. Sit down on a flat bench with a barbell or E-Z Bar in front of you in between your legs. Your legs should be spread with the knees bent and the feet on the floor.
2. Use your arms to pick the barbell up and place the back of your upper arms on top of your inner thighs (around three and a half inches away from the front of the knee). A supinated grip closer than shoulder width is needed to perform this exercise. Tip: Your arm should be extended at arms length and the barbell should be above the floor. This will be your starting position.
3. While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps.
4. Slowly begin to bring the barbell back to starting position as your breathe in. Tip: Avoid swinging motions at any time.
5. Repeat for the recommended amount of repetitions.",Biceps,Barbell
b9,Standing One-arm cable curl,Expert,Strength,192_2.jpg,"1. Start out by grabbing single handle next to the low pulley machine. Make sure you are far enough from the machine so that your arm is supporting the weight.
2. Make sure that your upper arm is stationary, perpendicular to the floor with elbows in and palms facing forward. Your non lifting arm should be grabbing your waist. This will allow you to keep your balance.
3. Slowly begin to curl the single handle upwards while keeping the upper arm stationary until your forearm touches your bicep while exhaling. Tip: Only the forearm should move.
4. Hold the contraction position as you squeeze the bicep and then lower the single handle back down to the starting position as you inhale.
5. Repeat for the recommended amount of repetitions.
6. Switch arms while performing this exercise.",Biceps,Barbell
oG,Farmers Walk,Intermediate,Strongman,682_2.jpg,"1. There are various implements that can be used for the farmers walk. These can also be performed with heavy dumbbells or short bars if these implements aren't available. Begin by standing between the implements.
2. After gripping the handles, lift them up by driving through your heels, keeping your back straight and your head up.
3. Walk taking short, quick steps, and don't forget to breathe. Move for a given distance, typically 50-100 feet, as fast as possible.",Forearms%Abs%Glutes%Hamstrings%Lower Back%Quadriceps%Traps,Barbell
Mq,Rickshaw Carry,Intermediate,Strongman,742_2.jpg,"1. Position the frame at the starting point, and load with the appropriate weight. Standing in the center of the frame, begin by gripping the handles and driving through your heels to lift the frame. Ensure your chest and head are up and your back is straight.
2. Immediately begin walking briskly with quick, controlled steps. Keep your chest up and head forward, and make sure you continue breathing. Bring the frame to the ground after you have reached the end point.",Forearms%Abs%Glutes%Hamstrings%Lower Back%Quadriceps%Traps%Calves,Dumbbell
6D,Dumbbell Lying Pronation,Intermediate,Strength,321_2.jpg,"1. Lie on a flat bench face down with one arm holding a dumbbell and the other hand on top of the bench folded so that you can rest your head on it.
2. Bend the elbows of the arm holding the dumbbell so that it creates a 90-degree angle between the upper arm and the forearm.
3. Now raise the upper arm so that the forearm is perpendicular to the floor and the upper arm is perpendicular to your torso. Tip: The upper arm should be parallel to the floor and also creating a 90-degree angle with your torso. This will be your starting position.
4. As you breathe out, externally rotate your forearm so that the dumbbell is lifted forward as you maintain the 90 degree angle bend between the upper arms and the forearm. You will continue this external rotation until the forearm is parallel to the floor. At this point you will hold the contraction for a second.
5. As you breathe in, slowly go back to the starting position.
6. Repeat for the recommended amount of repetitions.
Caution: There is no need to go heavy with this exercise. Too much weight will cause rotator cuff injury.",Forearms,Dumbbell
Zo,Dumbbell Lying Supination,Intermediate,Strength,323_1.jpg,"1. Lie sideways on a flat bench with one arm holding a dumbbell and the other hand on top of the bench folded so that you can rest your head on it.
2. Bend the elbows of the arm holding the dumbbell so that it creates a 90-degree angle between the upper arm and the forearm.
3. Now raise the upper arm so that the forearm is parallel to the floor and perpendicular to your torso (Tip: So the forearm will be directly in front of you). The upper arm will be stationary by your torso and should be parallel to the floor (aligned with your torso at all times). This will be your starting position.
4. As you breathe out, externally rotate your forearm so that the dumbbell is lifted up in a semicircle motion as you maintain the 90 degree angle bend between the upper arms and the forearm. You will continue this external rotation until the forearm is perpendicular to the floor and the torso pointing towards the ceiling. At this point you will hold the contraction for a second.
5. As you breathe in, slowly go back to the starting position.
6. Repeat for the recommended amount of repetitions and then switch to the other arm.
Caution: There is no need to go heavy with this exercise. Too much weight will cause rotator cuff injury.

Variations: You can perform this exercise standing and with cables.",Forearms,Dumbbell
mQ,Plate Pinch,Intermediate,Strength,237_1.jpg,"1. Grab two wide-rimmed plates and put them together with the smooth sides facing outward
2. Use your fingers to grip the outside part of the plate and your thumb for the other side thus holding both plates together. This is the starting position.
3. Squeeze the plate with your fingers and thumb. Hold this position for as long as you can.
4. Repeat for the recommended amount of sets prescribed in your program.
5. Switch arms and repeat the movements.
Caution: Attempting to hold the weighted plate for too long can cause you to drop the plate. As a result, it may land on your feet or other areas which may cause an injury. So if you feel like the weight is about to slip out of your hand, slowly bend your knees while keeping your back straight and put the plates on the floor.",Forearms,Plates
AD,Seated One-Arm Dumbbell Palms-Down Wrist Curl,Intermediate,Strength,387_2.jpg,"1. Sit on a flat bench with a dumbbell in your right hand.
2. Place your feet flat on the floor, at a distance that is slightly wider than shoulder width apart.
3. Lean forward and place your right forearm on top of your upper right thigh with your palm down. Tip: Make sure that the back of the wrist lies on top of your knees. This will be your starting position.
4.Lower the dumbbell as far as possible as you keep a tight grip on the dumbbell. Inhale as you perform this movement.
5.Now curl the dumbbell as high as possible as you contract the forearms and as you exhale. Keep the contraction for a second before you lower again. Tip: The only movement should happen at the wrist.
6.Perform for the recommended amount of repetitions, switch arms and repeat the movement.
Variations: You can also do this movement with two arms at a time, one on each knee, or using a barbell.",Forearms,Dumbbell
CH,Axle Deadlift,Intermediate,Strongman,750_2.jpg,"1. Approach the bar so that it is centered over your feet. You feet should be about hip width apart. Bend at the hip to grip the bar at shoulder width, allowing your shoulder blades to protract. Typically, you would use an over/under grip. 
2. With your feet and your grip set, take a big breath and then lower your hips and flex the knees until your shins contact the bar. Look forward with your head, keep your chest up and your back arched, and begin driving through the heels to move the weight upward. 
3. After the bar passes the knees, aggressively pull the bar back, pulling your shoulder blades together as you drive your hips forward into the bar. 
4. Lower the bar by bending at the hips and guiding it to the floor.",Lower Back%Forearms%Glutes%Hamstrings%Middle Back%Quadriceps%Traps,Barbell
EN,Deficit Deadlift,Intermediate,Powerlifting,679_1.jpg,"1. Begin by having a platform or weight plates that you can stand on, usually 1-3 inches in height. Approach the bar so that it is centered over your feet. You feet should be about hip width apart. Bend at the hip to grip the bar at shoulder width, allowing your shoulder blades to protract. Typically, you would use an overhand grip or an over/under grip on heavier sets. 
2. With your feet, and your grip set, take a big breath and then lower your hips and bend the knees until your shins contact the bar. Look forward with your head, keep your chest up and your back arched, and begin driving through the heels to move the weight upward. After the bar passes the knees, aggressively pull the bar back, pulling your shoulder blades together as you drive your hips forward into the bar. 
3.Lower the bar by bending at the hips and guiding it to the floor.",Lower Back%Forearms%Glutes%Hamstrings%Middle Back%Quadriceps%Traps,Barbell
P4,Hyperextensions(Back Extensions),Beginner,Strength,47_1.jpg,"1. Lie face down on a hyperextension bench, tucking your ankles securely under the footpads.
2. Adjust the upper pad if possible so your upper thighs lie flat across the wide pad, leaving enough room for you to bend at the waist without any restriction.
3. With your body straight, cross your arms in front of you (my preference) or behind your head. This will be your starting position. Tip: You can also hold a weight plate for extra resistance in front of you under your crossed arms.
4. Start bending forward slowly at the waist as far as you can while keeping your back flat. Inhale as you perform this movement. Keep moving forward until you feel a nice stretch on the hamstrings and you can no longer keep going without a rounding of the back. Tip: Never round the back as you perform this exercise. Also, some people can go farther than others. The key thing is that you go as far as your body allows you to without rounding the back.
5. Slowly raise your torso back to the initial position as you inhale. Tip: Avoid the temptation to arch your back past a straight line. Also, do not swing the torso at any time in order to protect the back from injury.
6. Repeat for the recommended amount of repetitions.
Variations: This exercise can also be performed without a hyperextension bench, but in this case you will need a spotter. Also, a similar exercise to this one is the good morning and the stiff-legged deadlift.",Lower Back%Hamstrings%Glutes,Bench
Dv,Seated Back Extension,Beginner,Strength,3401_1.jpg,"1. Adjust the machine and select an appropriate load.
2. Seat yourself with your upper back against the roller and grasp the handles with your feet planted firmly on the footrest. Your head should remain looking forward and your chest should be up. This will be your starting position.
3. Initiate the movement by extending at the hips and lumbar spine to straighten your body, pushing the roller to the rear.
4. At the top of the motion pause, and then return to the starting position.",Lower Back,Bench
5q,Superman,Beginner,Stretching,228_2.jpg,"1. To begin, lie straight and face down on the floor or exercise mat. Your arms should be fully extended in front of you. This is the starting position. 
2. Simultaneously raise your arms, legs, and chest off of the floor and hold this contraction for 2 seconds. Tip: Squeeze your lower back to get the best results from this exercise. Remember to exhale during this movement. Note: When holding the contracted position, you should look like superman when he is flying. 
3. Slowly begin to lower your arms, legs and chest back down to the starting position while inhaling. 
4. Repeat for the recommended amount of repetitions prescribed in your program. 
Variations: You can also perform this exercise using one arm and leg at a time. Simply elevating your left leg, arm and side of your chest and do the same with the right side.",Lower Back%Hamstrings%Glutes,Body Only
Hj,Rack Pulls,Intermediate,Powerlifting,710_1.jpg,"1. Set up in a power rack with the bar on the pins. The pins should be set to the desired point; just below the knees, just above, or in the mid thigh position. Position yourself against the bar in proper deadlifting position. 2. Your feet should be under your hips, your grip shoulder width, back arched, and hips back to engage the hamstrings. Since the weight is typically heavy, you may use a mixed grip, a hook grip, or use straps to aid in holding the weight. 
3. With your head looking forward, extend through the hips and knees, pulling the weight up and back until lockout. Be sure to pull your shoulders back as you complete the movement. 
4. Return the weight to the pins and repeat.",Lower Back%Forearms%Glutes%Hamstrings%Quadriceps%Traps,Barbell
mB,Rack Pulls with Bands,Intermediate,Powerlifting,741_1.jpg,"1. Set up in a power rack with the bar on the pins. The pins should be set to the desired point; just below the knees, just above, or in the mid thigh position. Attach bands to the base of the rack, or secure them with dumbbells. Attach the other end to the bar. You may need to choke the bands to provide tension. 
2. Position yourself against the bar in proper deadlifting position. Your feet should be under your hips, your grip shoulder width, back arched, and hips back to engage the hamstrings. Since the weight is typically heavy, you may use a mixed grip, a hook grip, or use straps to aid in holding the weight. 
3. With your head looking forward, extend through the hips and knees, pulling the weight up and back until lockout. Be sure to pull your shoulders back as you complete the movement. Return the weight to the pins and repeat.",Lower Back%Forearms%Glutes%Hamstrings%Quadriceps%Traps,Barbell%Bands
Oj,Atlas Stones,Expert,Strongman,659_3.jpg,"1. Begin with the atlas stone between your feet. Bend at the hips to wrap your arms vertically around the Atlas Stone, attempting to get your fingers underneath the stone. Many stones will have a small flat portion on the bottom, which will make the stone easier to hold. 
2. Pulling the stone into your torso, drive through the back half of your feet to pull the stone from the ground. 
3. As the stone passes the knees, lap it by sitting backward, pulling the stone on top of your thighs. 
4. Sit low, getting the stone high onto your chest as you change your grip to reach over the stone. Stand, driving through with your hips. Close distance to the loading platform, and lean back, extending the hips to get the stone as high as possible.",Lower Back%Abs%Adductors%Biceps%Calves%Forearms%Glutes%Hamstrings%Middle Back%Quadriceps%Traps,Atlas Stone
C6,Deadlift,Intermediate,Powerlifting,722_1.jpg,"1. Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms.
2. Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees.
3. As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together.
4. Return the weight to the ground by bending at the hips and controlling the weight on the way down.",Lower Back%Forearms%Glutes%Hamstrings%Middle Back%Quadriceps%Traps,Barbell
wM,Deadlift with Chains/Bands,Intermediate,Powerlifting,678_2.jpg,"1. You can attach the chains to the sleeves of the bar, or just drape the middle over the bar so there is a greater weight increase as you lift. 
2. Approach the bar so that it is centered over your feet. You feet should be about hip width apart. Bend at the hip to grip the bar at shoulder width, allowing your shoulder blades to protract. Typically, you would use an overhand grip or an over/under grip on heavier sets. With your feet, and your grip set, take a big breath and then lower your hips and bend the knees until your shins contact the bar. 
3. Look forward with your head, keep your chest up and your back arched, and begin driving through the heels to move the weight upward. After the bar passes the knees, aggressively pull the bar back, pulling your shoulder blades together as you drive your hips forward into the bar. 
4. Lower the bar by bending at the hips and guiding it to the floor.",Lower Back%Forearms%Glutes%Hamstrings%Middle Back%Quadriceps%Traps,Barbell%Bands%Chains
p3,Weighted Ball Hyperextension,Intermediate,Strength,332_1.jpg,"1. To begin, lie down on an exercise ball with your torso pressing against the ball and parallel to the floor. The ball of your feet should be pressed against the floor to help keep you balanced. Place a weighted plate under your chin or behind your neck. This is the starting position. 
2. Slowly raise your torso up by bending at the waist and lower back. Remember to exhale during this movement. 
3. Hold the contraction on your lower back for a second and lower your torso back down to the starting position while inhaling. 
4. Repeat for the recommended amount of repetitions prescribed in your program. 
Caution: If you are new to this exercise, it is best to perform this exercise without any weights until you develop good form. 

Variations: You can use a regular hyperextension bench also or perform on a flat bench with someone holding your legs.",Lower Back%Glutes%Hamstrings%Middle Back,Exercise Ball%Free Weights%Plates
DG,Bent Over Barbell Row,Beginner,Strength,20_2.jpg,"1. Holding a barbell with a pronated grip (palms facing down), bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor. Tip: Make sure that you keep the head up. The barbell should hang directly in front of you as your arms hang perpendicular to the floor and your torso. This is your starting position.
2. Now, while keeping the torso stationary, breathe out and lift the barbell to you. Keep the elbows close to the body and only use the forearms to hold the weight. At the top contracted position, squeeze the back muscles and hold for a brief pause.
3. Then inhale and slowly lower the barbell back to the starting position.
4. Repeat for the recommended amount of repetitions.
Caution: This exercise is not recommended for people with back problems. A Low Pulley Row is a better choice for people with back issues.

Also, just like with the bent knee dead-lift, if you have a healthy back, ensure perfect form and never slouch the back forward as this can cause back injury.

Be cautious as well with the weight used; in case of doubt, use less weight rather than more.

Variations: You can perform the same exercise using a supinated (palms facing you) grip.",Middle Back%Biceps%Lats%Shoulders,Barbell
id,Bent Over One-Arm Long Bar Row,Beginner,Strength,19_2.jpg,"1. Put weight on one of the ends of an Olympic barbell. Make sure that you either place the other end of the barbell in the corner of two walls; or put a heavy object on the ground so the barbell cannot slide backward.
2. Bend forward until your torso is as close to parallel with the floor as you can and keep your knees slightly bent.
3. Now grab the bar with one arm just behind the plates on the side where the weight was placed and put your other hand on your knee. This will be your starting position.
4. Pull the bar straight up with your elbow in (to maximize back stimulation) until the plates touch your lower chest. Squeeze the back muscles as you lift the weight up and hold for a second at the top of the movement. Breathe out as you lift the weight. Tip: Do not allow for any swinging of the torso. Only the arm should move.
5. Slowly lower the bar to the starting position getting a nice stretch on the lats. Tip: Do not let the plates touch the floor. To ensure the best range of motion, I recommend using small plates (25-lb ones) as opposed to larger plates (like 35-45lb ones).
6. Repeat for the recommended amount of repetitions and switch arms.
Variations: You can perform this exercise using a low pulley.",Middle Back%Biceps%Lats%Lower Back%Traps,Barbell
Kn,Bent Over Two-Dumbbell Row with Palms In,Beginner,Strength,17_2.jpg,"1. With a dumbbell in each hand (palms facing each other), bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor. Tip: Make sure that you keep the head up. The weights should hang directly in front of you as your arms hang perpendicular to the floor and your torso. This is your starting position. 
2. While keeping the torso stationary, lift the dumbbells to your side as you breathe out, squeezing your shoulder blades together. On the top contracted position, squeeze the back muscles and hold for a second. 
3. Slowly lower the weight again to the starting position as you inhale. 
4. Repeat for the recommended amount of repetitions. 
Caution: 

1. This exercise is not recommended for people with back problems. A Low Pulley Row is a better choice for people with back issues. 
2. Ensure perfect form and never round the back as this can cause back injury. 
3. Be cautious as well with the weight used; in case of doubt, use less weight rather than more. 
Variations: You can perform the same exercise using a low pulley instead with a V-bar or with a barbell.",Middle Back%Biceps%Lats,Dumbbell
eP,Dumbbell Incline Row,Beginner,Strength,1311_2.jpg,"1. Using a neutral grip, lean into an incline bench. 
2. Take a dumbbell in each hand with a neutral grip, beginning with the arms straight. This will be your starting position. 
3. Retract the shoulder blades and flex the elbows to row the dumbbells to your side. 
4. Pause at the top of the motion, and then return to the starting position",Middle Back%Biceps%Forearms%Lats%Shoulders,Dumbbell%Bench
rF,One Arm Dumbbell Row,Beginner,Strength,13_2.jpg,"1. Choose a flat bench and place a dumbbell on each side of it.
2. Place the right leg on top of the end of the bench, bend your torso forward from the waist until your upper body is parallel to the floor, and place your right hand on the other end of the bench for support.
3. Use the left hand to pick up the dumbbell on the floor and hold the weight while keeping your lower back straight. The palm of the hand should be facing your torso. This will be your starting position.
4. Pull the resistance straight up to the side of your chest, keeping your upper arm close to your side and keeping the torso stationary. Breathe out as you perform this step. Tip: Concentrate on squeezing the back muscles once you reach the full contracted position. Also, make sure that the force is performed with the back muscles and not the arms. Finally, the upper torso should remain stationary and only the arms should move. The forearms should do no other work except for holding the dumbbell; therefore do not try to pull the dumbbell up using the forearms.
5. Lower the resistance straight down to the starting position. Breathe in as you perform this step.
6. Repeat the movement for the specified amount of repetitions.
7. Switch sides and repeat again with the other arm.
Variations: One-arm rows can also be performed using a high pulley or a low pulley instead of a dumbbell.",Middle Back%Biceps%Lats%Shoulders,Dumbell%Bench
4H,One-Arm Long Arm Row,Beginner,Strength,1941_2.jpg,"1. Position a bar into a landmine or in a corner to keep it from moving. Load an appropriate weight onto your end. 
2. Stand next to the bar, and take a grip with one hand close to the collar. Using your hips and legs, rise to a standing position. 
3. Assume a bent-knee stance with your hips back and your chest up. Your arm should be extended. This will be your starting position. 
4. Pull the weight to your side by retracting the shoulder and flexing the elbow. Do not jerk the weight or cheat during the movement. 
5. After a brief pause, return to the starting position.",Middle Back%Biceps%Lats,Barbell
BA,T-Bar Row with Handle,Beginner,Strenght,1931_2.jpg,"1. Position a bar into a landmine or in a corner to keep it from moving. Load an appropriate weight onto your end. 
2. Stand over the bar, and position a Double D row handle around the bar next to the collar. Using your hips and legs, rise to a standing position. 
3. Assume a wide stance with your hips back and your chest up. Your arms should be extended. This will be your starting position. 
4. Pull the weight to your upper abdomen by retracting the shoulder blades and flexing the elbows. Do not jerk the weight or cheat during the movement. 
5. After a brief pause, return to the starting position.",Middle Back%Biceps%Lats,Barbell
FP,Bent Over Two-Arm Long Bar Row,Intermediate,Strength,18_2.jpg,"1. Put weight on one of the ends of an Olympic barbell. Make sure that you either place the other end of the barbell in the corner of two walls; or put a heavy object on the ground so the barbell cannot slide backward.
2. Bend forward until your torso is as close to parallel with the floor as you can and keep your knees slightly bent.
3. Now grab the bar with both arms just behind the plates on the side where the weight was placed and put your other hand on your knee. This will be your starting position.
4. Pull the bar straight up with your elbows in (to maximize back stimulation) until the plates touch your lower chest. Squeeze the back muscles as you lift the weight up and hold for a second at the top of the movement. Breathe out as you lift the weight. Tip: Use a stirrup or double handle cable attachment by hooking it under the end of the bar.
5. Slowly lower the bar to the starting position getting a nice stretch on the lats. Tip: Do not let the plates touch the floor. To ensure the best range of motion, I recommend using small plates (25-lb ones) as opposed to larger plates (like 35-45lb ones).
6. Repeat for the recommended amount of repetitions.
Variations: You can perform this exercise using a low pulley or T-bar row machine.",Middle Back%Biceps%Lats,Barbell
Ib,Pendlay Row,Intermediate,Strength,3841_1.jpg,"1. Begin each repetition with the barbell dead on the ground. Take a medium pronated grip on the bar just in front of you. Your torso should be parallel to the ground with your lower back arched and knees partially bent.
2. Begin with your shoulders protracted and your thoracic spine partially flexed. Your cervical spine should be neutral. This will be your starting position.
3. Initiate the pull by extending your thoracic spine as you flex the elbow, attempting to pull the weight into your abdomen as quickly as possible. Focus on squeezing your shoulders back as you perform the movement retracting your shoulder blades. There should be no movement at the hips or knees and strict technique should be utilized.
4. Return the weight to the ground between repetitions.",Middle Back%Biceps%Lats%Shoulders,Barbell
